Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,UN
21-Dec-20,21-12-2020,Deceased,302,1,2,1,3,6,2,18,0,0,27,2,7,11,9,3,1,7,27,0,9,55,0,0,0,0,3,1,11,9,0,12,2,2,16,13,41,0
22-Dec-20,22-12-2020,Deceased,329,0,4,0,4,4,2,13,0,0,25,2,7,10,4,6,3,13,27,0,12,75,0,0,0,3,4,2,18,8,0,17,3,0,12,13,38,0
23-Dec-20,23-12-2020,Deceased,315,0,3,0,5,5,1,15,0,0,18,2,6,5,5,3,0,9,22,0,12,93,1,1,1,1,3,0,13,8,1,12,4,3,21,8,34,0
24-Dec-20,24-12-2020,Deceased,337,0,4,0,4,4,1,22,0,0,37,1,8,7,5,7,2,1,22,0,10,89,3,0,0,0,4,0,17,8,0,12,2,1,22,11,32,0
25-Dec-20,25-12-2020,Deceased,251,0,2,0,0,2,0,14,0,0,30,0,6,4,3,1,0,5,16,0,12,71,3,0,0,0,3,0,9,7,0,12,3,0,12,5,31,0
26-Dec-20,26-12-2020,Deceased,280,0,1,0,2,6,1,12,0,0,23,3,7,7,11,6,2,7,21,0,9,60,0,3,0,1,4,1,12,7,0,11,2,1,14,13,33,0
27-Dec-20,27-12-2020,Deceased,281,0,2,0,2,4,0,18,0,0,16,0,7,9,6,2,1,11,25,0,18,66,4,0,0,0,4,1,18,6,0,10,2,0,13,7,29,0
28-Dec-20,28-12-2020,Deceased,250,0,4,0,1,3,1,26,0,0,21,3,6,8,2,6,1,8,14,0,9,50,0,0,0,1,3,0,13,7,1,11,2,0,16,6,27,0
29-Dec-20,29-12-2020,Deceased,285,0,2,0,2,3,0,17,0,0,28,1,7,10,4,4,5,4,24,0,10,68,5,0,0,0,4,2,10,6,0,12,2,0,18,6,30,0
30-Dec-20,30-12-2020,Deceased,299,0,4,0,3,4,0,14,0,0,21,2,7,7,6,1,2,7,28,0,13,90,1,1,0,0,3,0,9,6,1,17,3,0,12,9,28,0
31-Dec-20,31-12-2020,Deceased,244,0,4,0,2,4,1,21,0,0,13,2,4,6,3,3,3,9,30,0,11,58,1,0,0,0,2,0,10,7,0,13,3,0,0,5,29,0
01-Jan-21,01-01-2021,Deceased,237,0,0,0,4,3,1,4,0,0,21,0,3,6,2,1,0,6,23,0,12,59,1,0,0,0,3,0,8,4,1,13,3,0,27,6,26,0
02-Jan-21,02-01-2021,Deceased,216,0,3,0,2,3,1,11,0,0,14,0,5,4,2,1,4,3,21,0,9,51,1,0,0,0,4,0,15,5,1,11,2,0,8,7,28,0
03-Jan-21,03-01-2021,Deceased,215,0,4,0,1,2,1,14,0,0,14,2,4,2,6,1,1,8,25,0,14,35,1,0,0,0,3,0,12,5,0,10,3,0,16,5,26,0
04-Jan-21,04-01-2021,Deceased,200,0,3,0,2,3,1,12,0,0,12,2,3,6,2,5,1,3,19,0,7,29,3,0,0,0,2,2,24,4,0,10,2,0,10,8,25,0
05-Jan-21,05-01-2021,Deceased,265,0,4,0,3,7,1,25,0,0,12,1,4,4,4,6,2,8,24,0,14,64,2,2,0,0,2,0,4,5,0,11,3,0,20,9,24,0
06-Jan-21,06-01-2021,Deceased,222,0,3,0,0,5,1,10,0,0,16,0,4,7,2,3,2,6,25,0,8,66,0,0,0,1,0,0,8,4,0,11,2,2,9,5,22,0
07-Jan-21,07-01-2021,Deceased,233,0,1,0,2,4,2,7,0,0,19,0,3,6,1,3,1,7,25,0,12,72,1,0,0,2,1,1,10,4,0,12,3,0,10,6,18,0
08-Jan-21,08-01-2021,Deceased,229,0,1,0,0,4,1,15,0,0,10,0,3,3,2,4,2,3,23,0,9,73,0,2,0,1,2,0,15,0,0,8,2,1,17,7,21,0
09-Jan-21,09-01-2021,Deceased,213,0,1,0,1,2,1,15,0,0,12,2,5,6,3,2,2,4,22,0,10,57,1,0,0,1,1,0,2,4,0,7,2,0,24,6,20,0
10-Jan-21,10-01-2021,Deceased,150,0,1,0,1,4,0,6,0,0,12,1,4,1,1,1,2,2,23,0,10,34,0,0,1,0,0,2,6,3,0,7,2,0,2,5,19,0
11-Jan-21,11-01-2021,Deceased,166,0,2,0,3,5,0,15,0,0,13,2,3,6,2,1,1,4,20,0,7,40,0,0,0,0,1,0,2,2,0,6,1,0,9,5,16,0
12-Jan-21,12-01-2021,Deceased,200,0,2,0,0,4,1,12,0,0,16,0,3,8,0,1,0,5,25,0,8,50,0,0,0,0,2,1,9,3,0,8,2,0,10,11,18,0
13-Jan-21,13-01-2021,Deceased,201,0,1,0,1,2,1,10,0,0,11,1,4,2,2,0,0,3,26,0,6,70,0,1,0,2,1,0,7,3,0,6,3,1,15,4,18,0
14-Jan-21,14-01-2021,Deceased,189,0,4,0,0,2,1,10,0,0,4,2,3,6,0,3,0,3,19,0,8,70,0,0,0,0,1,1,10,2,1,4,1,0,14,3,17,0
15-Jan-21,15-01-2021,Deceased,176,0,1,0,1,2,0,7,0,0,10,1,3,7,0,5,1,3,23,0,6,45,0,0,0,2,2,0,12,0,0,5,2,1,15,6,16,0
16-Jan-21,16-01-2021,Deceased,181,0,0,0,4,4,0,7,0,0,6,3,3,4,1,1,1,4,27,0,5,52,1,0,0,0,1,2,14,2,0,6,1,1,12,4,15,0
17-Jan-21,17-01-2021,Deceased,145,0,1,0,3,4,0,7,0,0,8,0,2,2,2,0,0,4,21,0,2,50,0,0,0,0,1,0,5,1,0,7,2,0,6,5,12,0
18-Jan-21,18-01-2021,Deceased,137,0,1,0,2,3,0,7,0,0,8,0,2,4,1,1,4,9,17,0,3,35,0,0,0,0,1,1,5,3,0,8,2,0,4,6,10,0
19-Jan-21,19-01-2021,Deceased,162,0,1,0,0,1,0,10,0,0,10,0,2,4,0,1,3,6,26,0,7,50,1,0,0,0,1,0,7,2,1,9,2,0,4,2,11,0
20-Jan-21,20-01-2021,Deceased,152,0,0,0,2,3,0,10,0,0,10,0,2,4,0,0,0,4,18,0,7,59,0,0,0,0,0,0,4,2,0,9,2,0,7,3,6,0
21-Jan-21,21-01-2021,Deceased,161,0,0,0,0,4,1,8,0,0,8,1,1,3,3,1,1,2,21,0,6,52,0,2,0,0,1,0,15,2,0,9,1,0,6,4,9,0
22-Jan-21,22-01-2021,Deceased,153,0,4,0,0,4,1,8,0,0,7,1,2,5,0,4,2,3,19,0,4,50,2,0,0,0,0,0,8,0,0,8,2,0,8,3,8,0
23-Jan-21,23-01-2021,Deceased,156,0,1,0,0,4,1,8,0,0,10,3,1,4,1,1,1,3,23,0,6,56,0,0,0,0,1,1,10,2,1,2,2,0,4,0,10,0
24-Jan-21,24-01-2021,Deceased,131,0,0,0,1,3,1,8,0,0,9,0,1,1,2,0,2,4,20,0,3,45,0,0,0,0,1,1,2,0,1,7,1,0,8,2,8,0
25-Jan-21,25-01-2021,Deceased,116,0,2,0,0,4,0,13,0,0,5,1,3,4,0,0,1,3,17,0,2,30,0,0,0,0,1,0,5,2,0,4,1,0,7,4,7,0
26-Jan-21,26-01-2021,Deceased,138,0,1,0,1,3,0,14,0,0,7,1,2,0,0,1,0,4,19,0,2,47,0,0,0,0,0,0,11,0,0,5,2,0,8,1,9,0
27-Jan-21,27-01-2021,Deceased,123,0,2,0,2,4,0,3,0,0,9,0,1,0,1,1,2,3,20,0,6,32,1,0,0,0,0,1,10,1,0,8,1,0,4,3,8,0
28-Jan-21,28-01-2021,Deceased,162,0,0,0,0,2,0,35,0,0,6,2,2,0,0,1,3,2,19,0,3,50,0,0,0,0,0,1,9,2,0,6,1,0,6,3,9,0
29-Jan-21,29-01-2021,Deceased,137,0,0,0,0,3,0,7,0,0,6,1,1,1,0,1,1,2,22,0,3,56,1,0,0,0,0,0,11,2,0,6,2,0,4,0,7,0
30-Jan-21,30-01-2021,Deceased,128,0,1,0,1,4,0,9,0,0,8,0,2,2,2,3,1,2,18,0,2,42,0,0,0,0,0,0,8,1,0,5,2,0,4,1,9,0
31-Jan-21,31-01-2021,Deceased,116,0,0,0,0,2,0,3,0,0,4,2,0,1,3,0,1,4,21,0,3,40,0,0,0,0,0,1,6,0,0,6,1,0,8,1,9,0
01-Feb-21,01-02-2021,Deceased,94,0,1,0,1,2,0,5,0,0,3,0,1,4,0,0,1,3,17,0,2,27,0,0,0,0,0,3,1,0,0,7,2,0,4,4,6,0
02-Feb-21,02-02-2021,Deceased,113,0,2,0,0,4,1,5,0,0,2,0,1,1,1,2,2,3,16,0,3,30,0,1,0,0,0,0,12,2,2,4,1,0,6,3,9,0
03-Feb-21,03-02-2021,Deceased,107,0,1,0,0,3,1,7,0,0,6,0,2,1,1,3,2,2,20,0,1,30,1,0,0,0,0,1,0,2,0,4,2,0,6,4,7,0
04-Feb-21,04-02-2021,Deceased,120,0,0,0,1,2,1,6,0,0,7,2,1,2,1,2,0,2,17,0,2,46,0,0,0,0,1,0,7,0,0,4,2,0,6,4,4,0
05-Feb-21,05-02-2021,Deceased,95,0,1,0,0,2,1,8,0,0,2,0,1,1,0,1,0,3,19,0,1,40,0,0,0,0,1,2,-1,1,0,4,1,0,2,3,2,0
06-Feb-21,06-02-2021,Deceased,75,0,1,0,0,1,0,3,0,0,4,0,1,0,1,0,0,3,16,0,1,25,0,0,0,0,1,0,6,1,0,3,1,0,4,2,1,0
07-Feb-21,07-02-2021,Deceased,86,0,0,0,0,1,2,6,0,0,2,2,1,2,1,0,1,3,19,0,0,30,1,0,0,0,0,0,2,0,0,1,2,0,1,4,5,0
08-Feb-21,08-02-2021,Deceased,78,0,1,0,1,1,1,3,0,0,3,0,1,0,0,0,0,3,16,0,3,15,0,1,0,0,1,1,11,2,0,4,1,0,4,3,2,0
09-Feb-21,09-02-2021,Deceased,94,0,0,0,1,1,1,2,0,0,0,2,1,4,3,0,0,2,19,0,2,35,0,0,0,0,0,0,8,0,0,4,1,0,0,2,6,0
10-Feb-21,10-02-2021,Deceased,110,0,1,0,0,2,1,9,0,0,2,2,0,0,1,1,3,3,18,0,2,30,0,0,0,0,0,1,14,3,0,5,1,0,5,1,5,0
11-Feb-21,11-02-2021,Deceased,85,0,0,0,0,1,1,4,0,0,2,0,2,1,1,2,0,7,16,0,1,25,0,0,0,0,0,0,7,2,0,6,0,0,0,2,5,0
12-Feb-21,12-02-2021,Deceased,104,0,1,0,0,1,0,7,0,0,3,1,1,1,1,1,0,8,18,0,1,36,0,0,0,0,0,0,8,1,0,6,1,0,2,2,4,0
13-Feb-21,13-02-2021,Deceased,89,0,0,0,1,2,1,5,0,0,0,1,0,4,1,1,1,4,16,0,0,38,0,0,0,0,0,0,4,1,0,5,0,0,1,2,1,0
14-Feb-21,14-02-2021,Deceased,91,0,0,0,0,1,1,1,0,0,2,1,1,0,2,2,1,2,15,0,5,40,0,0,0,0,0,1,3,0,0,6,2,0,3,0,2,0
15-Feb-21,15-02-2021,Deceased,82,0,1,0,2,2,0,5,0,0,2,2,0,0,0,0,2,2,13,0,4,23,0,0,1,0,1,1,10,0,0,6,2,0,2,0,1,0
16-Feb-21,16-02-2021,Deceased,99,0,0,0,0,1,1,6,0,0,1,3,1,1,0,0,-1,6,18,0,3,39,0,0,0,2,1,0,5,0,0,7,1,0,0,2,2,0
17-Feb-21,17-02-2021,Deceased,100,0,2,0,1,1,1,5,0,0,0,2,1,1,0,0,0,3,16,0,1,40,0,0,0,0,0,2,10,1,0,6,1,0,3,1,2,0
18-Feb-21,18-02-2021,Deceased,100,0,1,0,1,2,0,2,0,0,2,0,0,1,0,3,0,6,14,0,2,38,0,0,0,1,1,0,10,1,0,6,2,0,4,1,2,0
19-Feb-21,19-02-2021,Deceased,100,0,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,5,15,0,2,44,0,0,0,0,1,2,8,1,0,7,1,0,1,2,3,0
20-Feb-21,20-02-2021,Deceased,89,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,5,13,0,4,40,0,0,0,0,0,0,8,1,0,6,0,0,2,0,4,0
21-Feb-21,21-02-2021,Deceased,83,0,0,0,0,1,0,5,0,0,2,0,1,0,1,0,1,2,15,0,4,35,0,0,0,0,0,1,6,0,0,3,1,0,1,1,3,0
22-Feb-21,22-02-2021,Deceased,76,0,0,0,0,1,1,6,0,0,1,0,1,0,0,0,1,5,16,0,0,18,0,0,0,0,0,0,15,0,0,6,1,0,0,2,2,0
23-Feb-21,23-02-2021,Deceased,103,0,1,0,0,1,0,3,0,0,2,1,0,0,0,1,0,4,14,0,1,51,0,0,0,0,0,2,10,0,0,6,0,0,3,1,2,0
24-Feb-21,24-02-2021,Deceased,141,0,0,0,0,1,1,4,0,0,2,1,1,1,0,0,1,6,17,0,2,80,0,0,0,0,0,1,7,0,0,6,4,0,3,0,3,0
25-Feb-21,25-02-2021,Deceased,119,0,0,0,0,1,0,8,0,0,0,2,1,0,0,0,0,7,14,1,2,56,0,0,0,0,1,1,13,0,0,5,1,0,2,0,4,0
26-Feb-21,26-02-2021,Deceased,114,0,1,0,1,1,0,7,0,0,1,3,0,1,0,1,0,4,14,0,3,48,0,0,0,0,0,0,15,1,0,5,2,0,2,1,3,0
27-Feb-21,27-02-2021,Deceased,111,0,0,0,0,1,0,4,0,0,3,0,1,3,0,0,1,6,18,0,1,51,0,0,0,0,0,1,11,1,0,5,1,0,-1,1,3,0
28-Feb-21,28-02-2021,Deceased,108,0,0,0,0,0,1,3,0,0,1,1,1,1,0,1,2,5,15,0,1,62,0,0,0,0,1,0,7,0,0,3,1,0,0,0,2,0
01-Mar-21,01-03-2021,Deceased,92,0,0,0,1,0,1,7,0,0,1,1,1,2,1,1,0,5,13,0,1,30,0,0,0,0,0,1,18,0,0,5,0,0,3,0,0,0
02-Mar-21,02-03-2021,Deceased,98,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,7,16,0,0,54,0,0,0,0,1,0,10,0,0,1,1,0,1,0,2,0
03-Mar-21,03-03-2021,Deceased,87,0,1,0,0,1,1,4,0,0,3,0,1,0,0,0,0,3,15,0,0,42,0,0,0,0,0,0,12,0,0,2,0,0,0,0,2,0
04-Mar-21,04-03-2021,Deceased,113,0,1,0,0,1,0,3,0,0,1,2,0,0,0,1,1,4,14,0,1,60,0,0,0,0,0,0,15,1,0,4,2,0,1,0,1,0
05-Mar-21,05-03-2021,Deceased,109,0,1,0,0,1,0,3,0,0,3,1,1,1,1,1,0,4,16,0,0,53,0,0,0,0,0,0,11,1,0,5,2,0,0,2,2,0
06-Mar-21,06-03-2021,Deceased,100,0,1,0,1,1,0,1,0,0,1,0,1,3,0,1,0,5,16,0,2,47,0,0,0,0,0,1,12,0,0,4,1,0,0,0,2,0
07-Mar-21,07-03-2021,Deceased,97,0,1,0,0,1,0,3,0,0,2,0,1,0,0,1,2,3,13,0,3,38,0,0,0,0,0,0,17,0,0,1,1,0,8,1,1,0
08-Mar-21,08-03-2021,Deceased,76,0,2,0,0,1,1,1,0,0,3,0,1,2,3,1,0,5,12,0,1,22,0,0,0,0,0,0,14,0,0,3,1,0,1,0,2,0
09-Mar-21,09-03-2021,Deceased,133,0,0,0,2,0,0,5,0,0,4,3,2,4,2,2,0,6,16,0,2,56,0,0,0,0,0,0,20,0,0,4,2,0,2,0,1,0
10-Mar-21,10-03-2021,Deceased,125,0,1,0,0,1,1,8,0,0,3,0,0,2,1,3,0,6,14,0,3,54,0,0,0,0,0,0,17,0,0,5,2,0,0,2,2,0
11-Mar-21,11-03-2021,Deceased,119,0,2,0,1,0,0,3,0,0,3,1,0,1,0,1,0,2,13,0,4,57,0,0,0,0,0,0,18,0,0,5,3,0,1,1,3,0
12-Mar-21,12-03-2021,Deceased,140,0,1,0,0,1,0,5,0,0,2,1,2,4,0,2,0,5,14,0,2,56,0,0,0,0,1,0,34,0,0,4,1,0,2,2,1,0
13-Mar-21,13-03-2021,Deceased,159,0,2,0,1,1,1,6,0,0,3,1,2,4,1,3,0,1,12,0,2,88,0,0,0,0,0,0,22,0,0,4,2,0,0,2,1,0
14-Mar-21,14-03-2021,Deceased,120,0,2,0,0,1,0,4,0,0,2,1,2,1,2,0,0,3,15,0,2,50,0,0,0,0,0,1,20,1,0,4,1,0,3,1,4,0
15-Mar-21,15-03-2021,Deceased,130,0,1,0,1,1,0,7,0,0,3,1,1,3,4,0,0,7,11,0,3,48,0,0,0,0,0,1,27,0,0,4,1,0,2,1,3,0
16-Mar-21,16-03-2021,Deceased,187,0,0,0,0,1,1,12,0,0,1,4,2,2,1,2,1,6,15,0,1,87,0,0,0,0,0,1,38,1,0,5,2,0,2,0,2,0
17-Mar-21,17-03-2021,Deceased,171,0,1,0,0,1,0,6,0,0,3,1,3,4,0,1,0,4,13,0,2,84,0,0,0,0,0,0,35,0,0,8,3,0,1,0,1,0
18-Mar-21,18-03-2021,Deceased,156,0,0,0,1,1,0,5,0,0,1,1,3,6,2,1,0,8,15,0,1,58,0,0,1,0,0,1,32,3,0,9,3,0,2,0,2,0
19-Mar-21,19-03-2021,Deceased,188,0,1,0,0,1,1,9,0,0,4,2,4,1,3,1,1,10,17,0,7,70,0,0,0,0,0,0,38,2,0,9,2,0,4,0,1,0
20-Mar-21,20-03-2021,Deceased,196,0,2,0,0,1,1,11,0,0,2,0,6,3,1,1,0,7,15,0,2,92,0,1,0,0,0,0,38,0,0,8,2,0,1,0,2,0
21-Mar-21,21-03-2021,Deceased,213,0,0,0,0,2,1,10,0,0,1,3,7,5,1,1,1,2,13,0,3,99,0,0,0,0,1,1,44,2,0,9,3,0,1,0,3,0
22-Mar-21,22-03-2021,Deceased,197,0,2,0,1,2,1,12,0,0,7,0,4,3,3,0,1,10,12,0,2,58,0,0,0,0,0,1,58,5,0,10,2,0,1,0,2,0
23-Mar-21,23-03-2021,Deceased,277,0,2,0,1,2,1,20,0,0,4,3,4,3,4,2,1,5,10,0,4,132,0,0,0,0,0,1,53,4,0,9,3,1,4,2,2,0
24-Mar-21,24-03-2021,Deceased,249,0,4,0,1,2,1,29,0,0,6,0,8,6,2,0,2,12,10,0,7,95,1,0,0,0,0,2,39,1,0,12,2,0,5,0,2,0
25-Mar-21,25-03-2021,Deceased,257,0,4,0,1,2,3,15,0,0,5,1,7,7,2,0,0,10,12,0,9,111,0,1,0,0,0,0,43,0,0,11,4,0,4,1,4,0
26-Mar-21,26-03-2021,Deceased,292,0,2,0,0,2,4,22,0,0,9,1,6,8,1,1,3,13,14,0,9,112,0,0,0,0,0,0,59,3,0,9,3,0,6,1,4,0
27-Mar-21,27-03-2021,Deceased,311,0,0,0,0,2,2,13,0,0,10,1,5,7,3,1,4,8,14,0,10,166,0,0,0,0,1,1,45,0,0,9,2,0,4,1,2,0
28-Mar-21,28-03-2021,Deceased,295,0,2,0,0,1,3,15,0,0,9,2,8,9,3,4,3,12,12,0,11,108,0,0,0,0,0,0,69,2,0,11,3,0,3,3,2,0
29-Mar-21,29-03-2021,Deceased,266,0,5,0,0,1,0,20,0,0,6,2,8,2,3,0,0,16,11,0,9,102,0,0,0,0,1,1,59,0,0,14,2,0,4,-1,1,0
30-Mar-21,30-03-2021,Deceased,355,0,3,0,0,1,2,35,0,0,4,1,10,4,6,1,3,21,16,0,10,139,0,0,0,0,0,1,64,0,0,16,4,0,10,2,2,0
31-Mar-21,31-03-2021,Deceased,458,0,4,0,1,2,0,39,0,0,11,1,9,8,3,4,0,26,15,0,9,227,0,0,0,0,0,0,55,5,0,19,3,0,11,4,2,0
01-Apr-21,01-04-2021,Deceased,468,0,3,0,2,2,1,34,0,0,9,1,9,9,4,4,1,18,11,0,12,249,0,0,0,0,0,1,58,4,0,19,4,0,9,2,2,0
02-Apr-21,02-04-2021,Deceased,713,0,5,0,0,2,1,43,0,0,14,1,11,10,4,5,1,6,14,0,16,481,0,0,0,0,0,1,57,2,0,12,5,0,16,2,4,0
03-Apr-21,03-04-2021,Deceased,514,0,9,0,0,2,1,36,0,0,10,2,13,10,4,2,7,19,12,0,15,277,0,0,0,0,0,0,49,3,0,14,6,0,14,4,5,0
04-Apr-21,04-04-2021,Deceased,477,0,5,0,2,1,1,36,0,0,21,1,14,7,10,3,8,15,10,0,11,222,0,0,0,0,1,0,51,2,0,14,5,0,31,2,4,0
05-Apr-21,05-04-2021,Deceased,446,0,5,0,0,3,1,44,0,0,15,2,15,8,6,2,10,32,12,0,15,155,0,0,0,0,0,0,72,12,1,11,6,0,13,2,4,0
06-Apr-21,06-04-2021,Deceased,630,0,7,0,2,2,2,53,0,0,17,1,17,9,5,2,4,39,14,0,18,297,0,0,0,0,0,2,61,13,0,15,6,0,30,7,7,0
07-Apr-21,07-04-2021,Deceased,684,0,11,0,0,3,2,53,0,0,20,2,22,11,9,6,7,35,16,0,13,322,0,0,0,0,1,1,62,12,0,17,5,1,40,5,8,0
08-Apr-21,08-04-2021,Deceased,802,0,6,0,1,4,1,94,0,0,24,2,35,11,6,1,7,36,18,0,27,376,1,1,0,0,0,0,56,20,0,19,7,0,39,3,7,0
09-Apr-21,09-04-2021,Deceased,773,0,11,0,3,3,4,91,0,0,39,3,42,11,7,4,17,46,22,0,23,301,0,0,0,0,1,0,56,12,0,23,5,0,36,5,8,0
10-Apr-21,10-04-2021,Deceased,838,0,12,0,2,6,3,123,0,0,39,1,49,11,12,6,17,36,17,0,24,309,0,0,0,0,2,2,58,18,0,23,6,0,46,3,12,0
11-Apr-21,11-04-2021,Deceased,904,0,9,0,1,6,3,122,0,0,48,2,54,16,0,5,21,40,16,0,24,349,1,0,0,2,0,2,59,10,0,22,7,0,67,8,10,0
12-Apr-21,12-04-2021,Deceased,880,0,11,0,0,6,1,132,0,0,72,2,55,14,9,0,19,52,11,0,37,258,0,0,1,0,2,2,52,25,0,19,6,1,72,7,14,0
13-Apr-21,13-04-2021,Deceased,1026,0,10,0,1,14,1,156,0,0,81,3,67,16,11,3,29,67,20,0,40,281,0,0,0,0,2,3,50,28,0,18,7,0,85,13,20,0
14-Apr-21,14-04-2021,Deceased,1038,1,18,0,3,21,3,120,0,0,104,4,73,18,13,5,31,38,22,0,51,278,0,0,0,0,3,2,63,29,0,25,8,0,67,13,24,0
15-Apr-21,15-04-2021,Deceased,1184,0,14,0,1,24,3,135,2,0,112,5,81,18,11,4,28,66,20,0,53,349,0,0,0,0,2,1,50,33,0,29,8,0,104,9,22,0
16-Apr-21,16-04-2021,Deceased,1338,0,20,0,4,13,1,138,0,0,141,6,94,20,9,2,56,78,21,0,60,398,0,1,0,1,3,3,50,31,0,33,9,0,103,17,26,0
17-Apr-21,17-04-2021,Deceased,1498,1,15,0,2,34,2,158,0,0,167,4,97,32,12,3,30,80,27,0,66,419,0,0,0,0,4,3,62,37,0,39,12,0,120,37,34,0
18-Apr-21,18-04-2021,Deceased,1620,0,22,0,6,27,3,170,0,0,161,11,110,29,10,6,50,81,25,0,66,503,0,1,0,0,2,3,68,42,0,42,15,0,127,12,28,0
19-Apr-21,19-04-2021,Deceased,1757,0,27,0,7,41,4,175,0,0,240,17,117,33,13,6,46,146,21,0,79,351,1,1,0,0,4,5,83,53,0,44,14,0,167,24,38,0
20-Apr-21,20-04-2021,Deceased,2021,0,35,0,3,51,4,191,0,0,277,26,121,35,16,8,45,149,28,0,77,519,1,0,0,0,5,4,60,64,0,48,18,0,162,27,46,0
21-Apr-21,21-04-2021,Deceased,2101,0,38,0,5,56,2,193,0,0,249,17,125,45,17,13,62,116,22,0,75,568,2,3,0,0,5,5,69,62,0,53,20,0,187,34,58,0
22-Apr-21,22-04-2021,Deceased,2257,1,31,0,10,59,4,207,0,0,306,21,137,55,18,8,106,123,28,0,75,568,1,0,0,0,7,4,75,59,1,59,23,0,195,19,56,0
23-Apr-21,23-04-2021,Deceased,2620,0,38,0,12,54,3,219,0,0,348,12,142,60,26,19,63,190,27,0,74,773,0,0,0,0,8,2,75,64,0,78,29,0,196,49,59,0
24-Apr-21,24-04-2021,Deceased,2761,1,37,0,14,77,3,218,0,0,357,17,152,60,24,15,110,208,25,0,104,676,2,1,0,1,8,9,92,74,0,80,33,0,222,81,59,0
25-Apr-21,25-04-2021,Deceased,2808,0,69,2,14,68,2,199,0,0,350,24,157,64,32,21,103,143,30,0,92,832,2,2,1,3,7,11,76,74,1,82,38,0,206,44,57,0
26-Apr-21,26-04-2021,Deceased,2762,0,51,0,15,67,5,226,0,0,380,38,158,75,27,25,124,201,28,0,88,524,5,1,0,0,9,10,98,84,2,94,43,0,249,67,68,0
27-Apr-21,27-04-2021,Deceased,3286,0,64,0,18,85,6,246,0,0,381,31,170,84,24,25,131,180,32,0,98,895,3,4,0,0,10,13,100,121,2,77,52,0,264,96,73,0
28-Apr-21,28-04-2021,Deceased,3646,1,71,0,22,84,11,279,0,0,368,24,174,95,33,30,149,229,41,0,105,1035,2,2,0,2,10,10,142,120,1,98,56,2,265,108,77,0
29-Apr-21,29-04-2021,Deceased,3502,0,57,1,26,89,8,251,0,0,395,36,180,97,40,26,145,270,48,3,95,771,5,2,0,0,12,12,137,158,3,107,58,0,295,85,89,0
30-Apr-21,30-04-2021,Deceased,3525,0,64,0,26,80,13,269,0,0,375,22,173,98,37,30,120,217,49,0,97,828,5,2,2,4,14,12,113,155,1,113,53,0,332,122,96,0
01-May-21,01-05-2021,Deceased,3685,1,61,0,23,82,11,229,0,0,412,54,172,125,28,47,169,271,48,0,102,802,5,3,0,3,11,12,138,160,1,147,51,2,304,107,103,0
02-May-21,02-05-2021,Deceased,3423,1,83,0,30,97,7,199,0,0,407,52,153,145,44,40,115,217,49,0,94,669,5,5,1,2,14,16,157,159,1,153,56,0,288,71,92,0
03-May-21,03-05-2021,Deceased,3439,1,71,0,29,82,11,266,0,0,448,46,140,140,43,51,129,239,45,2,93,567,7,6,1,6,5,15,155,154,1,122,49,1,285,128,98,0
04-May-21,04-05-2021,Deceased,3786,0,82,0,41,105,11,210,0,0,338,52,131,153,48,37,132,288,57,0,98,891,2,0,0,0,15,17,173,154,1,144,59,1,351,85,107,0
05-May-21,05-05-2021,Deceased,3979,1,85,0,55,61,14,253,0,0,311,71,133,181,32,52,141,346,58,1,71,920,10,6,0,3,16,18,180,155,4,167,51,0,353,127,103,0
06-May-21,06-05-2021,Deceased,3923,1,72,0,46,90,9,212,0,0,335,58,123,177,45,52,133,328,63,1,86,853,13,2,0,3,17,18,154,161,3,195,52,3,350,151,117,0
07-May-21,07-05-2021,Deceased,4233,0,73,1,47,62,8,208,0,0,341,56,119,162,56,50,136,592,54,1,84,898,2,6,0,1,19,19,165,164,2,197,87,1,372,137,112,0
08-May-21,08-05-2021,Deceased,4092,2,96,0,50,76,9,223,0,0,332,55,119,155,37,60,141,482,64,0,90,864,12,11,0,15,21,19,171,160,5,241,38,1,297,118,127,0
09-May-21,09-05-2021,Deceased,3749,2,92,0,48,67,10,189,0,0,273,67,121,151,55,54,97,490,68,0,86,572,15,18,2,3,19,26,191,159,2,236,35,1,294,180,124,0
10-May-21,10-05-2021,Deceased,3879,2,84,4,77,75,7,172,0,0,319,50,117,161,53,56,129,596,65,1,81,549,13,5,3,10,17,23,198,160,2,232,32,4,278,168,134,0
11-May-21,11-05-2021,Deceased,4198,0,108,4,85,72,10,199,0,0,347,75,118,144,64,65,103,480,79,0,94,793,20,9,0,6,18,30,214,169,8,298,32,3,301,118,132,0
